2013-07-02 16:28:48 <b>ICE phoenix</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=9<br>
2013-07-02 16:28:50 <b>ICE phoenix</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=1<br>
2013-07-02 16:28:53 <b>ICE phoenix</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=18<br>
2013-07-02 16:28:56 <b>ICE phoenix</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=1<br>
2013-07-02 16:31:00 <b>ICE phoenix</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=7<br>
2013-07-02 16:31:00 <b>ICE phoenix</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=8<br>
2013-07-02 16:31:09 <b>ICE phoenix</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=18<br>
2013-07-02 16:31:11 <b>ICE phoenix</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=1<br>
2013-07-02 16:39:55 <b>ICE phoenix</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=1<br>
2013-07-02 17:11:46 <b>крым</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php<br>
2013-07-02 17:11:52 <b>крым</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=16<br>
2013-07-02 17:11:54 <b>крым</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?topic=6470&konftop=16<br>
2013-07-02 18:51:34 <b>Шпилли Уилли</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=13<br>
2013-07-02 18:51:36 <b>Шпилли Уилли</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?topic=7956&konftop=13<br>
2013-07-02 21:15:23 <b>Фанат</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php<br>
2013-07-02 21:15:25 <b>Фанат</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=18<br>
2013-07-02 21:34:13 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php<br>
2013-07-02 21:34:16 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=18<br>
2013-07-02 21:34:21 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=15<br>
2013-07-02 21:53:17 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php<br>
2013-07-02 21:53:19 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=13<br>
2013-07-02 21:53:21 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=1<br>
2013-07-02 21:53:24 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?topic=9083&konftop=1<br>
2013-07-02 21:53:29 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=1<br>
2013-07-02 21:53:38 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?conf=13<br>
2013-07-02 21:53:44 <b>Минерал</b>: Удалил тему: &quot;&quot; из раздела &quot;&quot; DEBUG: /forum.php?topic=8443&konftop=13<br>
